what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1362081778785
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1362081778805
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1362081778807
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1362081778881
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1362081778911
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1362081778936
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1362081778946
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1362081778983
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1362081779017
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1362081779071
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1362081779076
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1362081779110
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1362081779111
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1362081779114
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1362081779133
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1362081779200
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1362081779235
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1362081779288
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1362081779344
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1362081779369
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1362081779395
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1362081779484
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1362081779554
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1362081779569
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1362081779619
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1362081779623
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1362081779668
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1362081779699
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1362081779720
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1362081779759
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1362081779781
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1362081779923
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1362081780014
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1362081780034
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1362081780086
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1362081780086
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1362081780094
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1362081780096
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1362081780214
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1362081780247
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1362081780285
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1362081780318
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1362081780369
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1362081780377
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1362081780404
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1362081780429
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1362081780502
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1362081780534
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1362081780583
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1362081780597
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1362081780638
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1362081780666
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1362081780708
os,sysinfo,,,"win32",1362081780713
arch,sysinfo,,,"x86",1362081780713
ws,sysinfo,,,"win32",1362081780713
locale,sysinfo,,,"en_IN",1362081780713
processors,sysinfo,,,"4",1362081780713
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362081780713
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1362081780713
java.specification.name,sysinfo,,,"Java Platform API Specification",1362081780713
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362081780713
java.specification.version,sysinfo,,,"1.6",1362081780713
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1362081780713
java.version,sysinfo,,,"1.6.0_23",1362081780713
java.vm.info,sysinfo,,,"mixed mode",1362081780713
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362081780713
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362081780713
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362081780713
java.vm.specification.version,sysinfo,,,"1.0",1362081780713
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1362081780713
java.vm.version,sysinfo,,,"19.0-b09",1362081780713
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1362081780956
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1362081780959
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1362081780993
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1362081781309
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1362081781420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362081794669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362081841796
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1362081843336
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1362081844318
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1362081844605
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1362081845048
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1362081845100
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1362081848165
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362081848365
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362081848960
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1362081848993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082045859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082067074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082159716
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082172133
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082181821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082184006
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1362082184015
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1362082194010
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1362082194157
opened,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1362082195839
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1362082195915
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.quickStartAction",1362082196223
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1362082202409
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1362082202424
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1362082202653
started,bundle,org.eclipse.equinox.http.servlet,1.1.0.v20100503,"org.eclipse.equinox.http.servlet",1362082203044
started,bundle,org.eclipse.equinox.http.registry,1.1.0.v20100503,"org.eclipse.equinox.http.registry",1362082203339
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082203669
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1362082203964
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.200.v20100421,"org.eclipse.equinox.jsp.jasper",1362082203994
started,bundle,org.eclipse.help.webapp,3.5.2.r36_r20100816,"org.eclipse.help.webapp",1362082205419
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1362082263607
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082292463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082295964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082330398
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082332463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082334089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082337627
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082359055
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1362082359128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082364134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082372178
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1362082372222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082374218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082387152
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082392818
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1362082398352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082421193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082450471
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082452087
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1362082452140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.showSystemMenu",1362082461998
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082468029
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082468040
opened,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362082468074
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1362082468074
